,Unnamed: 0,avatar,background_image,bio,followers,following,id,join_date,join_datetime,join_time,likes,location,media,name,private,tweets,url,username,verified
3045,3045,https://pbs.twimg.com/profile_images/1257769635769987075/uDR50Ss2_400x400.jpg,https://pbs.twimg.com/profile_banners/899403080579637253/1556513799/1500x500,Tx // 2020// @MarlissaPineda 💛,181,214,899403080579637253,20 Aug 2017,20 Aug 2017 3:49 PM,3:49 PM,560,somewhere hold,49,Ryan Rodriguez,0,1011,,lol_ryry,0
3046,3046,https://pbs.twimg.com/profile_images/1987281771/twitter_400x400.jpg,https://pbs.twimg.com/profile_banners/20473462/1550619984/1500x500,Music Librarian for Digital and Access Services - @yalemusiclib at @yalelibrary. Opinions are my own.,699,534,20473462,9 Feb 2009,9 Feb 2009 2:25 PM,2:25 PM,3523,"New Haven, CT",147,Jonathan Manton,0,3584,http://www.linkedin.com/in/jonathanmanton,jonmanton,0
3047,3047,https://pbs.twimg.com/profile_images/1244452796423905280/SC4Jonxb_400x400.jpg,https://pbs.twimg.com/profile_banners/2960054599/1570880658/1500x500,26☀️Pisces. 🌙Sagittarius. ⬆️Scorpio. $daniphanttom,172,176,2960054599,5 Jan 2015,5 Jan 2015 12:20 PM,12:20 PM,3576,"Clarksville,TN",281,🌻D•A•N•I🌻,0,1324,,daniphanttom,0
3048,3048,https://pbs.twimg.com/profile_images/967170255264022535/dIYmktX2_400x400.jpg,https://pbs.twimg.com/profile_banners/1155417270/1492955495/1500x500,Just listen because I have autism. Music is my bread and butter. Filipina from New York. #autisticseafox,673,2185,1155417270,6 Feb 2013,6 Feb 2013 3:41 PM,3:41 PM,21335,New York City,29200,Miyuko,0,71637,,Miyuko_junsei,0
3049,3049,https://pbs.twimg.com/profile_images/1051681859443314688/CxCC3gTt_400x400.jpg,https://pbs.twimg.com/profile_banners/74862413/1476678833/1500x500,Pretty normal guy. Mage. Bears fan. Dogs rule. Gear head. Nerd on many fronts. Please follow me so it looks like I have friends.,107,186,74862413,16 Sep 2009,16 Sep 2009 3:54 PM,3:54 PM,1912,Wisconsin,82,Ryan Ferguson,0,2917,,FergieRebellion,0
3050,3050,https://pbs.twimg.com/profile_images/1542967349/reiver-star_400x400.png,https://pbs.twimg.com/profile_banners/14156466/1431315266/1500x500,"Interested in behavioral sciences, evolution, genetics. Vlogger. Once upon a time was a mathematician, computer scientist, data scientist, software engineer. 🌞",3446,2151,14156466,15 Mar 2008,15 Mar 2008 11:33 PM,11:33 PM,81247,Vancouver · http://reiver.ca/,3568,@reiver ⊼ (Charles Iliya Krempeaux),0,97101,http://changelog.ca/,reiver,0
3051,3051,https://pbs.twimg.com/profile_images/3589509462/b9127db6b06849e9fe690644472dcb7c_400x400.jpeg,https://pbs.twimg.com/profile_banners/23038763/1367204311/1500x500,Bruin fan & season ticket holder forever. Mom of 2 BRUINS: Jordan '09 Kiran '13 💙🐻💛U-High💚Montclair High💙🖤,408,1364,23038763,5 Mar 2009,5 Mar 2009 10:29 PM,10:29 PM,27893,Inland Empire! ,507,Debbie Kruse,0,6338,,bruindeb,0
3052,3052,https://pbs.twimg.com/profile_images/1253394277440380930/7zL-Uhg-_400x400.jpg,https://pbs.twimg.com/profile_banners/808402402248429568/1587327129/1500x500,Diplomat @UN 🇺🇳 🇦🇹 prev 🏡 🇲🇹 🇳🇱 🇬🇧 #BowelCancer #PulmonaryEmbolisms #BrainHemorrhage #Crohns survivor. Official stuff @UNODC @UN__Cyber @UNODC_AML,4786,1024,808402402248429568,12 Dec 2016,12 Dec 2016 12:05 PM,12:05 PM,42172,"Vienna, Austria",1026,Neil Walsh,0,15581,http://unodc.org,NeilWalsh_UN,0
3053,3053,https://pbs.twimg.com/profile_images/1246984495389192193/-qrTc3zx_400x400.jpg,https://pbs.twimg.com/profile_banners/18359131/1586139301/1500x500,"It takes time to create excellence. If it could be done quickly, more people would do it. -John Wooden",362,507,18359131,24 Dec 2008,24 Dec 2008 7:34 AM,7:34 AM,8801,Great State Of North Dakota,2225,Mike Gallagher,0,13425,,gallaghermike,0
3054,3054,https://pbs.twimg.com/profile_images/526864624008704000/IjOdlU0n_400x400.png,https://pbs.twimg.com/profile_banners/392450467/1489504701/1500x500,🆆 🅰🅺🅴 🆄 🅿👁👁 Citizen Journalist Livestream pioneer since 2011 during Occupy Wall St. Both sides are corrupt! They are playing us all! Stop voting evil!,6161,6749,392450467,16 Oct 2011,16 Oct 2011 7:05 PM,7:05 PM,30559,Revolution Front Lines,5149,🇷evolution Streams,0,118241,https://livestream.com/globalrevlive,RisePDX,0
3055,3055,https://pbs.twimg.com/profile_images/1226758519744950272/CiMlFfM1_400x400.jpg,https://pbs.twimg.com/profile_banners/15154811/1577686199/1500x500,Prof @UCDavis; #Microbes #Evolution #Genomics #Symbioses; No:#Microbiomania #Manels #Covid19; Yes:#STEMDiversity #BirdPhotography #OpenScience http://phylogenomics.me ,59329,9880,15154811,17 Jun 2008,17 Jun 2008 11:15 PM,11:15 PM,41192,"Davis, CA, USA",7864,Jonathan Eisen,0,112090,https://www.instagram.com/phylogenomics/,phylogenomics,1
3056,3056,https://pbs.twimg.com/profile_images/1190762441560510466/eQTK4Jay_400x400.jpg,https://pbs.twimg.com/profile_banners/402065362/1586036243/1500x500,"Texoman. Imperfect Christian, Dad of 4 boys, husband of Wonder Woman. I use a lot of gifs. Proud American. Nerd. #2A #GOT #Marvel #DC #BJJ",1076,1536,402065362,31 Oct 2011,31 Oct 2011 7:04 AM,7:04 AM,40669,"Ardmore, OK",3858,Captain Caveman,0,21379,http://www.conventionofstates.com,BenHardee,0
3057,3057,https://pbs.twimg.com/profile_images/1191760335918657536/6gVzSbx8_400x400.jpg,https://pbs.twimg.com/profile_banners/2312735065/1572972466/1500x500,"Forever aspiring writer. Has many Opinions and Feelings, which are my own. She/her. Viet-Am in PH.",102,141,2312735065,26 Jan 2014,26 Jan 2014 4:39 PM,4:39 PM,162,,23,Nhu Le,0,290,,qnhule,0
3058,3058,https://pbs.twimg.com/profile_images/1174793510819467269/IiLLNjMb_400x400.jpg,https://pbs.twimg.com/profile_banners/479619930/1568927575/1500x500,Proud Mother of 3 Warrior Princesses!,77,308,479619930,31 Jan 2012,31 Jan 2012 7:45 AM,7:45 AM,3178,Fairbanks Alaska,79,TheSinkingShabrou,0,968,,NAShabrou15,0
3059,3059,https://pbs.twimg.com/profile_images/1261055098416959493/RkcNpK8X_400x400.jpg,https://pbs.twimg.com/profile_banners/1182842080948899841/1589493940/1500x500,Conservative memes and commentary. #kag2020 #draintheswamp 🇺🇸,68,529,1182842080948899841,11 Oct 2019,11 Oct 2019 7:15 PM,7:15 PM,1321,"North Carolina, USA",86,Conservative memes,0,1156,,GOPmemefeed,0
3060,3060,https://pbs.twimg.com/profile_images/1078433581075189760/P9s0BLP6_400x400.jpg,https://pbs.twimg.com/profile_banners/273595490/1425175993/1500x500,every once in a blue moon i'll tweet something funny.other than that you're out of luck here. #politics #science #travel #life #comedy #naps,553,1320,273595490,28 Mar 2011,28 Mar 2011 1:01 PM,1:01 PM,14451,,914,Tara,0,25037,,taradeleon7,0
3061,3061,https://pbs.twimg.com/profile_images/1232692273084862464/JLga5Kaj_400x400.jpg,https://pbs.twimg.com/profile_banners/613460077/1498140064/1500x500,Habitat SHR builds affordable homes that strengthen families and communities in South Hampton Roads. http://facebook.com/habitatshr ,877,411,613460077,20 Jun 2012,20 Jun 2012 6:54 AM,6:54 AM,564,"Norfolk, VA",529,Habitat SHR,0,2177,http://www.shrhabitat.org,HabitatSHR,0
3062,3062,https://pbs.twimg.com/profile_images/1212137481191055360/GhFWrCJd_400x400.jpg,https://pbs.twimg.com/profile_banners/16009000/1353533957/1500x500,"Transporter, Financial Services, Musician, #Entrepreneur http://empireavenue.com/CYBERFLIER ",3924,4989,16009000,27 Aug 2008,27 Aug 2008 12:20 AM,12:20 AM,23939,California,1202,Steve Pollastrini,0,34598,http://about.me/pollastrini,cyberflier,0
3063,3063,https://pbs.twimg.com/profile_images/1241231039441354752/CHC2djw8_400x400.jpg,https://pbs.twimg.com/profile_banners/497504176/1462679512/1500x500,Wife♥️ Mama👧🏼 Blakely Faith Design Co.🛍,141,474,497504176,19 Feb 2012,19 Feb 2012 6:21 PM,6:21 PM,427,,13,Morgan Thompson Adams,0,310,http://www.blakelyfaithdesignco.com,MorganFaith_7,0
3064,3064,https://pbs.twimg.com/profile_images/1263562431013453827/U6Tv67Md_400x400.jpg,https://pbs.twimg.com/profile_banners/957670489127817216/1579384455/1500x500,‏عِلمانيُّ يدرس الطب في جامعة الكويت، عقيدتُه العلم والإنسانية فقط، يهوى اللغات، ولا شأن له بالأديان كلها ولا السياسة ولا هرطقات الفلسفة .. Future Pathologis,402,4574,957670489127817216,28 Jan 2018,28 Jan 2018 9:43 AM,9:43 AM,1340,,380,Hasan 'Alyanak' Koçovalı 🕊,0,5765,http://Instagram.com/liberatedhms,LiberatedHMS,0
3065,3065,https://pbs.twimg.com/profile_images/1240071920281956355/4puptlJb_400x400.jpg,https://pbs.twimg.com/profile_banners/1224909705803419651/1584491305/1500x500,Bad News. Good Bitch.,5,73,1224909705803419651,4 Feb 2020,4 Feb 2020 8:16 PM,8:16 PM,19,,1,Rad AlienBB,0,24,,RAlienbb,0
3066,3066,https://pbs.twimg.com/profile_images/1225474684533256192/X_pfcu-f_400x400.jpg,,26 • Love the outdoors • Hunting • Fishing • Country Music • 🏳️‍🌈,2,30,1225472879996829696,6 Feb 2020,6 Feb 2020 9:34 AM,9:34 AM,26,,3,E.Atkins,0,18,,EAtkins45573883,0
3067,3067,https://pbs.twimg.com/profile_images/2860076087/b4ceaac142ff1aa49abbb8f6ca67d5ba_400x400.jpeg,https://pbs.twimg.com/profile_banners/158876399/1421377329/1500x500,"Contracts, Risk & Asset Management Consultant",756,5006,158876399,23 Jun 2010,23 Jun 2010 3:12 PM,3:12 PM,24487,h ,2638,Real Estate Invst SA,0,43623,,RealEstateSA_PK,0
3068,3068,https://pbs.twimg.com/profile_images/1229052930931724288/kLjNmeT7_400x400.jpg,https://pbs.twimg.com/profile_banners/926418021484318720/1589200039/1500x500,"Love for God, Country 🇺🇸, and Life. Complacency is not an option #KAG #QAnon http://qmap.pub  https://theqpatriothub.weebly.com/ ",1329,1586,926418021484318720,3 Nov 2017,3 Nov 2017 4:57 AM,4:57 AM,9014,,969,Cristen 🇺🇸⭐⭐⭐🇺🇸,0,10756,,Cartersmom04,0
3069,3069,https://pbs.twimg.com/profile_images/1230492138393067528/SBfS_xX0_400x400.jpg,https://pbs.twimg.com/profile_banners/1205138725392416770/1579012242/1500x500,"Information and support for BU's internal #research community. For the latest BU research, visit http://bu.edu/brink  and follow @BUexperts.",322,524,1205138725392416770,12 Dec 2019,12 Dec 2019 6:54 AM,6:54 AM,1244,"Boston, MA",51,"Office of Research, Boston University",0,304,http://bu.edu/research,BostonUResearch,0
3070,3070,https://pbs.twimg.com/profile_images/1014871951578423296/RNtp9tLn_400x400.jpg,,"Clinical Director of Translational Research, Jill Roberts Center for #IBD @nyphospital @WeillCornell Tweets are mine but not = endorsement or medical advice.",1031,232,4442126715,10 Dec 2015,10 Dec 2015 2:54 PM,2:54 PM,4083,"New York, USA",182,"Dana Lukin MD, PhD",0,1623,,Dana_Lukin,0
3071,3071,https://pbs.twimg.com/profile_images/1194398525922185216/ggjuhHH__400x400.jpg,https://pbs.twimg.com/profile_banners/154284382/1525556541/1500x500,Navigate #infertility to #fertility #pregnancy #IVF Prep #coach #hypnotherapy #emdr,6476,4947,154284382,10 Jun 2010,10 Jun 2010 2:20 PM,2:20 PM,50137,Ireland | SKYPE Global,1511,"Helena Tubridy RGN RM, fertility coach, speaker",0,26903,http://www.helenatubridy.com,FertilityExpert,0
3072,3072,https://pbs.twimg.com/profile_images/1081637109696421888/Wu2RwT9F_400x400.jpg,https://pbs.twimg.com/profile_banners/3021946592/1525307439/1500x500,On an amazing journey of life to nowhere.,81,216,3021946592,15 Feb 2015,15 Feb 2015 8:51 PM,8:51 PM,19068,,426,kellycytron,0,7538,,KellyCytron,0
3073,3073,https://abs.twimg.com/sticky/default_profile_images/default_profile_400x400.png,,,841,2393,107825193,23 Jan 2010,23 Jan 2010 1:49 PM,1:49 PM,38342,,0,Lee Melnychuk,0,25999,,information4U2,0
3074,3074,https://pbs.twimg.com/profile_images/1110024874012143616/hKBtzIGM_400x400.png,https://pbs.twimg.com/profile_banners/25849214/1547328640/1500x500,"Tweets here are mostly about #Docs, #Film, #Podcasts, #Music, #Science, and #Sports. Follow @125MTL for my #IMFC tweets. Retweets ≠ endorsements.",281,2078,25849214,22 Mar 2009,22 Mar 2009 10:46 AM,10:46 AM,2004,YUL,150,Philip,0,1076,,sevnye,0
3075,3075,https://pbs.twimg.com/profile_images/1182124982727512064/BB9hSbqI_400x400.jpg,https://pbs.twimg.com/profile_banners/3067440889/1495130995/1500x500,,1,36,3067440889,7 Mar 2015,7 Mar 2015 6:38 PM,6:38 PM,46,,75,Rose of Pop!s,0,178,,rose_quackrose,0
3076,3076,https://pbs.twimg.com/profile_images/1108542974491799552/0VrAB-VS_400x400.jpg,https://pbs.twimg.com/profile_banners/207325070/1516416424/1500x500,journo. coms consultant. SDG warrior. occasional rainmaker. intense opinions about Trump are absolutely mine.,815,534,207325070,24 Oct 2010,24 Oct 2010 7:08 PM,7:08 PM,47664,"New York, NY",217,Meredith Ogilvie-Thompson,0,13725,http://www.meredithogilviethompson.com,motoutofafrica,0
3077,3077,https://pbs.twimg.com/profile_images/1262714338919485444/CQeSLHQA_400x400.jpg,https://pbs.twimg.com/profile_banners/3845958913/1584110413/1500x500,man with two crutches.,904,108,3845958913,10 Oct 2015,10 Oct 2015 2:18 AM,2:18 AM,3085,Bharat,3,अनुज,0,103,,thetiwarianuj,0
3078,3078,https://pbs.twimg.com/profile_images/1231573620436004867/bhHzY_I-_400x400.jpg,https://pbs.twimg.com/profile_banners/16796866/1475610026/1500x500,"Creating and curating media & research related content focussed on families in BC and beyond. Tweets by Pamela Chan, M.Ed./Montessori Dipl. (Primary)",961,755,16796866,15 Oct 2008,15 Oct 2008 4:34 PM,4:34 PM,3306,Canada,417,bcfamilymedia,0,9889,https://www.twitter.com/bcfamilyca,bcfamilymedia,0
3079,3079,https://pbs.twimg.com/profile_images/803635067494928384/NHGoOX5v_400x400.jpg,https://pbs.twimg.com/profile_banners/2753341/1360916483/1500x500,I'm a Writer. I fly spaceships. Sometimes I fight rubber monsters. I talk about TV/Movies/Music/VideoGames I enjoy as well. Lets talk. I Reply a lot. :),1489,2080,2753341,28 Mar 2007,28 Mar 2007 5:01 PM,5:01 PM,8590,Western New York/Hunterdon New Jersey,2035,Captain B-Money [B$],0,123236,https://linktr.ee/captainb_money,CaptainB_Money,0
3080,3080,https://pbs.twimg.com/profile_images/929333861133189121/FMj4PxFj_400x400.jpg,https://pbs.twimg.com/profile_banners/838957101556858880/1515776350/1500x500,"Child health psychologist, mother of 3, author of Art & Science of Mom, writer seen in @parents, @goodhousekeeping, @yourteenmag.",569,445,838957101556858880,6 Mar 2017,6 Mar 2017 7:38 PM,7:38 PM,1285,,27,"Emily Edlynn, PhD, The Art & Science of Mom",0,737,https://www.emilyedlynnphd.com/,DrEmilyEdlynn,0
3081,3081,https://pbs.twimg.com/profile_images/1032155677911732224/9KkWbrOM_400x400.jpg,https://pbs.twimg.com/profile_banners/276196843/1353883729/1500x500,"She/they (sure, let’s go with that) | Reader, nerd, traveler. I’m fascinated by the world. I talk to my cat way too much. Banner by Inkvoices on LiveJournal.",280,491,276196843,2 Apr 2011,2 Apr 2011 2:25 PM,2:25 PM,15062,Canada and proud of it. :),492,Hermione,0,34267,http://book-junkie007.tumblr.com/,Book_Junkie007,0
3082,3082,https://pbs.twimg.com/profile_images/1177936876532948992/vswzKnqa_400x400.jpg,https://pbs.twimg.com/profile_banners/1177936398533312514/1569678516/1500x500,"#CoversVsCorona Series 🎶❤️ • Would sing literally 24/7 if I could • Writes songs • Values my friends, family, & faith • Loves making you smile :)",39,54,1177936398533312514,28 Sep 2019,28 Sep 2019 6:22 AM,6:22 AM,65,,19,Aisley Autumn,0,58,,AisleyAutumn,0
3083,3083,https://pbs.twimg.com/profile_images/717312523289014273/E1jTW7Hz_400x400.jpg,https://pbs.twimg.com/profile_banners/717311787880681474/1459855877/1500x500,"PARODY ACCOUNT of the 29th Speaker of The House of Representatives, Australian Parliament.  I only respond to Madam Speaker thank you very much.",56,328,717311787880681474,5 Apr 2016,5 Apr 2016 4:23 AM,4:23 AM,6,,70,MadamSpeaker,0,554,,MadamSpeakerBB,0
3084,3084,https://pbs.twimg.com/profile_images/1032523539633426434/i5aHhYge_400x400.jpg,https://pbs.twimg.com/profile_banners/1015479353998639105/1531004099/1500x500,"Writer (YA), Reader (YA), and all around Word Lover. 💜",153,70,1015479353998639105,6 Jul 2018,6 Jul 2018 11:15 PM,11:15 PM,1753,,724,Olivia Oakens,0,2999,,OOakens,0
3085,3085,https://pbs.twimg.com/profile_images/1045771186368442368/RD32xVfr_400x400.jpg,,"Foodprenuer, E-Learning Professional, Tech Enthusiast, Nature Lover, Designer at heart, ...",230,92,44841587,5 Jun 2009,5 Jun 2009 12:05 AM,12:05 AM,70,India,39,Manoj Wadhwa,0,22530,,manojwadhwa,0
3086,3086,https://pbs.twimg.com/profile_images/534041100852682752/swGlNSwE_400x400.jpeg,https://pbs.twimg.com/profile_banners/16490787/1374620125/1500x500,"Happy Warrior against the marxist hordes. “Without freedom, there can be no morality” Carl Jung. Trump has surprised me. He is awesome! Trump 2020 😊",6895,7515,16490787,27 Sep 2008,27 Sep 2008 1:35 PM,1:35 PM,93720,Great state of Texas!,1693,penelope210,0,108587,,penelopesire,0
3087,3087,https://pbs.twimg.com/profile_images/1198599894904311809/oMWSogoP_400x400.jpg,https://pbs.twimg.com/profile_banners/456867322/1543056533/1500x500,*Dibia bekee*Politics *Governance * Avid Chelsea fan * Full blooded Igbo*striving to become a better version of myself* FYI i won't pander to your sentiments*,162,144,456867322,6 Jan 2012,6 Jan 2012 11:14 AM,11:14 AM,594,,74,Lampardinho,0,4906,,ihyosuji,0
3088,3088,https://pbs.twimg.com/profile_images/1114743517732114432/BGLB2aDV_400x400.jpg,https://pbs.twimg.com/profile_banners/2321172986/1571531606/1500x500,"Session dummer based in London, UK. MMus in Popular Music Performance. @trxcymbals Artist.",587,418,2321172986,31 Jan 2014,31 Jan 2014 10:08 AM,10:08 AM,2783,,240,Amanda Dal,0,879,http://amandadaldrums.com,Amanda_Drums,0
3089,3089,https://pbs.twimg.com/profile_images/1136035242173538304/RFCc7ac4_400x400.jpg,https://pbs.twimg.com/profile_banners/8349572/1583368085/1500x500,"Unraveling COVID-19 fears one chart at a time // mktg + AI // data, demographics, DNA and steaks. justinhart.biz@gmail.com",27668,5055,8349572,21 Aug 2007,21 Aug 2007 11:00 PM,11:00 PM,6843,"San Diego, CA",3190,Justin Hart,0,52014,,justin_hart,0
3090,3090,https://pbs.twimg.com/profile_images/593813281954869249/IE8uqGlL_400x400.jpg,https://pbs.twimg.com/profile_banners/519787115/1536115576/1500x500,Google Certified Educator. Tech Geek. TBCDSB,110,57,519787115,9 Mar 2012,9 Mar 2012 12:16 PM,12:16 PM,37,Thunder Bay,134,Mrs. Taddeo,0,300,,MrsTaddeo,0
3091,3091,https://pbs.twimg.com/profile_images/564084187741696001/9N7upASN_400x400.jpeg,https://pbs.twimg.com/profile_banners/20736965/1541519836/1500x500,"Brad Sugars - speaker, author, coach & entrepreneur ... Chairman of ActionCOACH, world's #1 business coaching firm ... husband, father and crazy friend ...",5371,705,20736965,12 Feb 2009,12 Feb 2009 5:00 PM,5:00 PM,1698,"Las Vegas, NV",1468,Brad Sugars,0,4802,http://www.bradsugars.com,BradSugars,0
3092,3092,https://pbs.twimg.com/profile_images/3350346274/8181cae7cb29953d3b6b155f8ed64702_400x400.jpeg,https://pbs.twimg.com/profile_banners/33126932/1574646074/1500x500,"Co-Founder @DecentraNet, http://AMMAHealing.co  & @d10e_conference + leader @BunkerLabsATX. #ENTJ #Startups #Blockchain #Hemp #ATX #MomLife.   Curious Q/As = all mine.",7506,3727,33126932,18 Apr 2009,18 Apr 2009 9:19 PM,9:19 PM,4132,"Austin, Texas",1044,Tiffany Madison,0,24201,http://www.tiffanymadison.com,tiffanymadison,0
3093,3093,https://pbs.twimg.com/profile_images/1060031794735542272/kY-qRgxc_400x400.jpg,https://pbs.twimg.com/profile_banners/157050864/1573607606/1500x500,just on a whim  Amazon https://www.amazon.com/William-Quincy-Belle/e/B01M1IQ69G …,642,18,157050864,18 Jun 2010,18 Jun 2010 11:15 AM,11:15 AM,1265,,8010,William Quincy Belle,0,14564,https://www.WilliamQuincyBelle.com,wqbelle,0
3094,3094,https://pbs.twimg.com/profile_images/1203908913265094656/J5n30CwG_400x400.jpg,,Cover NHL/hockey and MLS/soccer for Sports Business Journal (@SBJSBD) • Alum: @belmontlaw-@umich • Email: mburns@bizjournals.com.,14390,1612,32839908,18 Apr 2009,18 Apr 2009 2:23 AM,2:23 AM,1292,NYC/NJ,2121,Mark J. Burns,0,24332,,markjburns88,1
3095,3095,https://pbs.twimg.com/profile_images/1210262164679929856/lyQvsZVZ_400x400.jpg,https://pbs.twimg.com/profile_banners/79795921/1577383961/1500x500,Master Healer Kirk Kerber. All living things deserve Love and respect.,1653,1279,79795921,4 Oct 2009,4 Oct 2009 11:24 AM,11:24 AM,1964,"Manhattan, NY",7522,Spiritual Advisor NYC,0,33339,http://www.kirkspiritual.com,kirkspiritual,0
3096,3096,https://pbs.twimg.com/profile_images/1199565105203040259/Ok9h3pSU_400x400.jpg,https://pbs.twimg.com/profile_banners/720102110/1499403515/1500x500,"Dad, Husband, Husky, Cornelian,  Googler & experienced Diversity & Inclusion professional. Varied interest including sports, theater and building community.",184,455,720102110,27 Jul 2012,27 Jul 2012 5:51 AM,5:51 AM,1010,,69,Michael Munoz,0,473,,MichaelMunoz21,0
3097,3097,https://pbs.twimg.com/profile_images/80110900/cartoonme2_400x400.jpg,https://pbs.twimg.com/profile_banners/18839906/1513879875/1500x500,"CEO @BaizeGroup, @BlackballMedia & @OnCueComms. Founder @CarDealerMag & @SprUnld. Proud of @PA backing. @GAFIRS Crew No.5",13763,1708,18839906,10 Jan 2009,10 Jan 2009 9:24 AM,9:24 AM,14731,"Gosport, England",4286,James Baggott,0,25201,http://thebaize.com,CarDealerEd,1
3098,3098,https://pbs.twimg.com/profile_images/813660008214761472/adNkmVuA_400x400.jpg,https://pbs.twimg.com/profile_banners/477686756/1442592906/1500x500,Musician Singer Songwriter Writer Poet ~ Photographer ~ Guardian of a fractured heart ~ I like to paint with words . . .,27499,6929,477686756,29 Jan 2012,29 Jan 2012 5:12 AM,5:12 AM,223486,"Lost, somewhere along the way",524,She Plays Loud,0,127476,,ShePlaysLoud,0
3099,3099,https://pbs.twimg.com/profile_images/1235177351060824065/x_0jr8yo_400x400.jpg,https://pbs.twimg.com/profile_banners/1235171369706541061/1584132574/1500x500,A little outdoorsy. A lot sarcastic. Midwestern to the core. Ope! Loves Jesus. Loves my home state of Michigan.  Recall Whitmer!,274,645,1235171369706541061,4 Mar 2020,4 Mar 2020 3:53 AM,3:53 AM,2326,,39,CeeGee,0,1202,,CeeGeeWrite,0
3100,3100,https://pbs.twimg.com/profile_images/663862701790240768/OQ1t4Bze_400x400.jpg,,,2830,2620,253720675,17 Feb 2011,17 Feb 2011 12:50 PM,12:50 PM,3148,,195,Rumana Alvi,0,5150,,rumanaalvi1,0
3101,3101,https://pbs.twimg.com/profile_images/1253583836287397888/WePyGRW2_400x400.jpg,https://pbs.twimg.com/profile_banners/801364051204993024/1574610901/1500x500,,23,194,801364051204993024,23 Nov 2016,23 Nov 2016 1:57 AM,1:57 AM,15768,,64,jennifer,0,7120,,jeniefah,0
3102,3102,https://pbs.twimg.com/profile_images/1234678954222473217/rQuIiCTe_400x400.jpg,https://pbs.twimg.com/profile_banners/468825843/1585109504/1500x500,The @UNSW Faculty of Science. The latest news and views in #scientific research. CRICOS Provider no. 00098G,7197,1775,468825843,19 Jan 2012,19 Jan 2012 3:28 PM,3:28 PM,10881,"Sydney, Australia",1269,UNSW Science,0,6731,http://www.science.unsw.edu.au,UNSWScience,0
3103,3103,https://pbs.twimg.com/profile_images/68408940/1-1222026858phpBqN3hU_400x400.jpg,https://pbs.twimg.com/profile_banners/17375134/1557792404/1500x500,"Techie, writer, clever meme-taker. Love President Trump! Drain the Swamp! Constitutional Conservative, 1A, 2A/CC; Originalist; MAGA, KAG, ICE, all-in Trump2020!",3143,4987,17375134,13 Nov 2008,13 Nov 2008 3:08 PM,3:08 PM,12514,"Keene, NH USA",120,Tom03431,0,64030,,ohlookitstom,0
3104,3104,https://pbs.twimg.com/profile_images/734125048206905345/1Vdqs6W1_400x400.jpg,https://pbs.twimg.com/profile_banners/88244438/1450220635/1500x500,@usmc @pennmedicine,102,773,88244438,7 Nov 2009,7 Nov 2009 10:44 AM,10:44 AM,1124,,0,Stephen,1,432,,sbarchick,0
3105,3105,https://pbs.twimg.com/profile_images/1106576446796021760/c35PMR-z_400x400.png,https://pbs.twimg.com/profile_banners/308445324/1552663836/1500x500,New Episodes EVERY week! Buy our tees on Pro Wrestling Tees. Like on Facebook. Subscribe on iTunes. IG/YT is MarkinOut11. Contact us: markinout1@gmail.com,9247,3201,308445324,31 May 2011,31 May 2011 5:36 AM,5:36 AM,100,Long Island,14000,Markin' Out,0,110242,http://www.MarkinOut.com,MarkinOut,0
3106,3106,https://pbs.twimg.com/profile_images/1063572227122171906/yM3949B8_400x400.jpg,https://pbs.twimg.com/profile_banners/1898505668/1426370335/1500x500,"If you really think the environment is less important than the economy, try holding your breath while you count your money",49,64,1898505668,23 Sep 2013,23 Sep 2013 2:49 PM,2:49 PM,1047,,171,Abby Selliah,0,2614,,aselliah,0
3107,3107,https://pbs.twimg.com/profile_images/1100426019327086593/OgyRnjfJ_400x400.jpg,https://pbs.twimg.com/profile_banners/2219634652/1567698681/1500x500,Award-Winning Activist. Writer. Marketing Consultant. Youth Adv. Mental Health Advocate. Philanthropist. CEO @VoLinxx. #SaveFlintChallenge #COVIDWaterCrisis,32309,31168,2219634652,11 Dec 2013,11 Dec 2013 6:35 AM,6:35 AM,168579,,3799,Big Boss,0,55087,https://www.rvacommunitycloset.com,escapedmatrix,0
3108,3108,https://pbs.twimg.com/profile_images/955201061370941441/8DJFu4T9_400x400.jpg,https://pbs.twimg.com/profile_banners/831559608/1528640071/1500x500,Politics sprinkled with some economic observations once in awhile. Attacked twice by Twitter bully @TheMarkPantano,981,966,831559608,18 Sep 2012,18 Sep 2012 10:56 AM,10:56 AM,17159,,1544,EconPoliticist,0,7104,,EconPoliticist,0
3109,3109,https://pbs.twimg.com/profile_images/1260293077941567491/OQBld2-8_400x400.jpg,https://pbs.twimg.com/profile_banners/1062818826956496896/1589312260/1500x500,✨ Libra ☉ : Leo ☽ : Scorpio ↑ ✨ Life Path 7 ✨,84,309,1062818826956496896,14 Nov 2018,14 Nov 2018 1:25 PM,1:25 PM,3703,"North West, England",263,C H R I S :))),0,1614,,ChrisMountain16,0
3110,3110,https://pbs.twimg.com/profile_images/910284768037801984/EXCy-Rnp_400x400.jpg,https://pbs.twimg.com/profile_banners/189671198/1484967611/1500x500,Getting to know the #entrepreneurs who are helping men dress sharp in the digital age. Based in #dc. #menswear,851,806,189671198,11 Sep 2010,11 Sep 2010 3:30 PM,3:30 PM,41,"Washington, DC",315,Modern Fellows,0,698,http://www.modernfellows.com,modernfellows,0
